VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL
6.0,170.0,2.77,159.5,2.913,-2.869,0.0,Poled Jib
6.0,169.0,2.79,157.5,2.913,-2.860,0.0,Poled Jib
6.0,168.0,2.81,155.6,2.912,-2.848,0.0,Poled Jib
6.0,167.0,2.84,153.7,2.910,-2.835,0.0,Poled Jib
6.0,166.0,2.86,151.8,2.909,-2.823,0.0,Poled Jib
6.0,165.0,2.88,149.9,2.910,-2.811,0.0,Poled Jib
6.0,164.0,2.91,148.0,2.914,-2.801,0.0,Poled Jib
6.0,163.0,2.93,146.1,2.921,-2.793,0.0,Poled Jib
6.0,162.0,2.95,144.2,2.927,-2.784,0.0,Poled Jib
6.0,161.0,2.98,142.3,2.932,-2.772,0.1,Poled Jib
6.0,160.0,3.01,140.6,2.933,-2.756,0.1,Poled Jib
6.0,159.0,3.05,138.9,2.929,-2.734,0.1,Poled Jib
6.0,158.0,3.09,137.2,2.922,-2.709,0.1,Poled Jib
6.0,157.0,3.13,135.7,2.912,-2.680,0.2,Poled Jib
6.0,156.0,3.17,134.2,2.899,-2.649,0.2,Poled Jib
6.0,155.0,3.22,132.8,2.886,-2.615,0.2,Poled Jib
6.0,154.0,3.27,131.3,2.872,-2.581,0.2,Poled Jib
6.0,153.0,3.31,129.9,2.859,-2.548,0.3,Poled Jib
6.0,152.0,3.36,128.5,2.848,-2.515,0.3,Poled Jib
6.0,151.0,3.40,127.1,2.840,-2.484,0.3,Poled Jib
6.0,150.0,3.45,125.7,2.834,-2.454,0.3,Poled Jib
6.0,149.0,3.49,124.3,2.831,-2.426,0.4,Poled Jib
6.0,148.0,3.53,122.9,2.831,-2.401,0.4,Poled Jib
6.0,147.0,3.57,121.4,2.834,-2.377,0.4,Poled Jib
6.0,146.0,3.61,119.9,2.841,-2.355,0.4,Poled Jib
6.0,145.0,3.65,118.4,2.851,-2.335,0.4,Poled Jib
6.0,144.0,3.69,116.8,2.865,-2.317,0.4,Poled Jib
6.0,143.0,3.72,115.3,2.881,-2.301,0.5,Poled Jib
6.0,142.0,3.76,113.7,2.900,-2.285,0.5,Poled Jib
6.0,141.0,3.80,112.1,2.920,-2.269,0.5,Poled Jib
6.0,140.0,3.84,110.5,2.941,-2.253,0.5,Poled Jib
6.0,139.0,3.88,109.0,2.963,-2.236,0.5,Poled Jib
6.0,138.0,3.92,107.4,2.984,-2.218,0.5,Poled Jib
6.0,137.0,3.97,105.9,3.006,-2.198,0.5,Poled Jib
6.0,136.0,4.01,104.4,3.027,-2.177,0.5,Poled Jib
6.0,135.0,4.06,102.9,3.048,-2.155,0.5,Poled Jib
6.0,171.6,2.75,162.8,2.906,-2.875,0.0,OPTDN Poled Jib
6.0,48.2,8.96,27.6,4.215,2.808,3.6,OPTUP
6.0,180.0,2.91,180.0,2.834,-2.834,0.0,Sym Spin
6.0,165.0,2.92,149.4,3.030,-2.927,0.2,Sym Spin
6.0,150.0,3.25,117.8,3.455,-2.992,0.5,Sym Spin
6.0,135.0,4.06,89.5,4.094,-2.895,1.0,Sym Spin
6.0,120.0,5.35,68.3,4.851,-2.425,1.9,Sym Spin
6.0,110.0,6.28,59.1,5.187,-1.774,2.5,Sym Spin
6.0,90.0,7.87,46.8,5.384,0.000,3.6,Sym Spin
6.0,80.0,8.38,42.3,5.193,0.902,3.8,Sym Spin
6.0,75.0,8.53,40.4,5.006,1.296,3.8,Sym Spin
6.0,70.0,8.62,38.7,4.763,1.629,3.6,Sym Spin
6.0,60.0,8.52,35.6,4.058,2.029,2.9,Sym Spin
6.0,149.6,3.26,117.1,3.468,-2.992,0.5,OPTDN Sym Spin
6.0,180.0,2.91,180.0,2.826,-2.826,0.0,Poled Asym
6.0,165.0,2.92,149.4,3.027,-2.924,0.2,Poled Asym
6.0,150.0,3.24,117.8,3.458,-2.995,0.5,Poled Asym
6.0,135.0,4.06,89.1,4.122,-2.914,1.0,Poled Asym
6.0,120.0,5.38,67.4,4.938,-2.469,1.9,Poled Asym
6.0,110.0,6.34,58.2,5.296,-1.811,2.6,Poled Asym
6.0,90.0,7.97,45.9,5.539,0.000,3.9,Poled Asym
6.0,80.0,8.54,41.3,5.415,0.940,4.4,Poled Asym
6.0,75.0,8.73,39.3,5.268,1.364,4.5,Poled Asym
6.0,70.0,8.86,37.4,5.070,1.734,4.4,Poled Asym
6.0,60.0,8.95,33.6,4.583,2.291,4.0,Poled Asym
6.0,148.4,3.30,114.4,3.519,-2.996,0.5,OPTDN Poled Asym
6.0,180.0,2.95,180.0,2.635,-2.635,0.1,Jib
6.0,165.0,2.94,150.6,2.832,-2.735,0.3,Jib
6.0,150.0,3.30,122.3,3.070,-2.659,0.5,Jib
6.0,135.0,3.97,96.4,3.503,-2.477,0.7,Jib
6.0,120.0,5.08,72.1,4.357,-2.178,1.3,Jib
6.0,110.0,6.02,60.7,4.857,-1.661,1.9,Jib
6.0,90.0,7.76,46.0,5.386,0.000,3.1,Jib
6.0,80.0,8.39,40.9,5.372,0.933,3.5,Jib
6.0,75.0,8.64,38.5,5.309,1.374,3.6,Jib
6.0,70.0,8.84,36.3,5.207,1.781,3.7,Jib
6.0,60.0,9.07,32.1,4.887,2.443,3.8,Jib
6.0,52.0,9.07,29.0,4.492,2.766,3.7,Jib
6.0,164.4,2.95,149.3,2.840,-2.735,0.3,Jib OPTDN
6.0,180.0,2.80,180.0,2.795,-2.795,0.0,Poled Jib
6.0,165.0,2.88,149.9,2.910,-2.811,0.0,Poled Jib
6.0,150.0,3.45,125.7,2.834,-2.454,0.3,Poled Jib
6.0,135.0,4.06,102.9,3.048,-2.155,0.5,Poled Jib
6.0,171.6,2.75,162.8,2.906,-2.875,0.0,OPTDN Poled Jib
6.0,48.2,8.96,27.6,4.215,2.808,3.6,OPTUP
8.0,180.0,3.90,180.0,3.751,-3.751,0.1,Sym Spin
8.0,179.0,3.89,178.0,3.759,-3.758,0.1,Sym Spin
8.0,178.0,3.89,176.1,3.768,-3.765,0.1,Sym Spin
8.0,177.0,3.88,174.1,3.778,-3.773,0.1,Sym Spin
8.0,176.0,3.88,172.1,3.789,-3.780,0.1,Sym Spin
8.0,175.0,3.88,170.1,3.801,-3.787,0.2,Sym Spin
8.0,174.0,3.88,168.1,3.815,-3.794,0.2,Sym Spin
8.0,173.0,3.88,166.1,3.830,-3.802,0.2,Sym Spin
8.0,172.0,3.88,164.1,3.847,-3.810,0.2,Sym Spin
8.0,171.0,3.88,162.0,3.864,-3.817,0.2,Sym Spin
8.0,170.0,3.89,160.0,3.882,-3.823,0.3,Sym Spin
8.0,169.0,3.89,158.0,3.902,-3.830,0.3,Sym Spin
8.0,168.0,3.90,155.9,3.923,-3.837,0.3,Sym Spin
8.0,167.0,3.91,153.9,3.945,-3.844,0.3,Sym Spin
8.0,166.0,3.92,151.8,3.968,-3.850,0.3,Sym Spin
8.0,165.0,3.93,149.8,3.992,-3.856,0.4,Sym Spin
8.0,164.0,3.95,147.7,4.018,-3.862,0.4,Sym Spin
8.0,163.0,3.96,145.7,4.045,-3.868,0.4,Sym Spin
8.0,162.0,3.98,143.6,4.073,-3.873,0.4,Sym Spin
8.0,161.0,4.00,141.5,4.102,-3.879,0.5,Sym Spin
8.0,160.0,4.03,139.4,4.133,-3.883,0.5,Sym Spin
8.0,159.0,4.05,137.4,4.164,-3.888,0.5,Sym Spin
8.0,158.0,4.08,135.3,4.197,-3.891,0.5,Sym Spin
8.0,157.0,4.11,133.3,4.231,-3.895,0.6,Sym Spin
8.0,156.0,4.14,131.2,4.266,-3.897,0.6,Sym Spin
8.0,155.0,4.17,129.2,4.303,-3.899,0.6,Sym Spin
8.0,154.0,4.21,127.1,4.340,-3.901,0.6,Sym Spin
8.0,153.0,4.25,125.1,4.379,-3.902,0.7,Sym Spin
8.0,152.0,4.29,123.1,4.418,-3.901,0.7,Sym Spin
8.0,151.0,4.33,121.1,4.458,-3.899,0.7,Sym Spin
8.0,150.0,4.38,119.1,4.499,-3.896,0.8,Sym Spin
8.0,149.0,4.43,117.1,4.540,-3.891,0.8,Sym Spin
8.0,148.0,4.48,115.2,4.581,-3.885,0.8,Sym Spin
8.0,147.0,4.54,113.3,4.623,-3.877,0.9,Sym Spin
8.0,146.0,4.60,111.4,4.665,-3.868,0.9,Sym Spin
8.0,145.0,4.66,109.6,4.708,-3.857,1.0,Sym Spin
8.0,144.0,4.72,107.7,4.752,-3.844,1.0,Sym Spin
8.0,143.0,4.79,105.9,4.796,-3.831,1.1,Sym Spin
8.0,142.0,4.86,104.2,4.842,-3.816,1.1,Sym Spin
8.0,141.0,4.93,102.4,4.889,-3.799,1.2,Sym Spin
8.0,140.0,5.00,100.7,4.937,-3.782,1.2,Sym Spin
8.0,139.0,5.08,98.9,4.987,-3.764,1.3,Sym Spin
8.0,138.0,5.16,97.2,5.039,-3.744,1.3,Sym Spin
8.0,137.0,5.24,95.5,5.092,-3.724,1.4,Sym Spin
8.0,136.0,5.33,93.8,5.148,-3.703,1.5,Sym Spin
8.0,135.0,5.41,92.2,5.204,-3.680,1.5,Sym Spin
8.0,134.0,5.50,90.6,5.261,-3.655,1.6,Sym Spin
8.0,133.0,5.60,89.0,5.318,-3.627,1.7,Sym Spin
8.0,132.0,5.69,87.5,5.373,-3.595,1.7,Sym Spin
8.0,131.0,5.79,86.0,5.427,-3.560,1.8,Sym Spin
8.0,130.0,5.89,84.5,5.478,-3.521,1.9,Sym Spin
8.0,129.0,5.99,83.2,5.527,-3.478,2.0,Sym Spin
8.0,128.0,6.09,81.9,5.572,-3.431,2.0,Sym Spin
8.0,127.0,6.19,80.6,5.616,-3.380,2.1,Sym Spin
8.0,126.0,6.30,79.4,5.658,-3.326,2.2,Sym Spin
8.0,125.0,6.40,78.2,5.698,-3.268,2.3,Sym Spin
8.0,124.0,6.51,77.1,5.735,-3.207,2.3,Sym Spin
8.0,123.0,6.61,76.0,5.771,-3.143,2.4,Sym Spin
8.0,122.0,6.72,74.9,5.804,-3.076,2.5,Sym Spin
8.0,121.0,6.83,73.9,5.836,-3.006,2.6,Sym Spin
8.0,120.0,6.93,72.9,5.866,-2.933,2.7,Sym Spin
8.0,119.0,7.04,71.9,5.894,-2.858,2.7,Sym Spin
8.0,118.0,7.15,71.0,5.921,-2.780,2.8,Sym Spin
8.0,117.0,7.25,70.0,5.947,-2.700,2.9,Sym Spin
8.0,116.0,7.36,69.1,5.970,-2.617,3.0,Sym Spin
8.0,115.0,7.46,68.3,5.993,-2.533,3.1,Sym Spin
8.0,114.0,7.57,67.4,6.014,-2.446,3.2,Sym Spin
8.0,113.0,7.67,66.6,6.034,-2.358,3.3,Sym Spin
8.0,112.0,7.78,65.8,6.053,-2.268,3.3,Sym Spin
8.0,111.0,7.88,65.0,6.071,-2.176,3.4,Sym Spin
8.0,110.0,7.98,64.2,6.088,-2.082,3.5,Sym Spin
8.0,109.0,8.09,63.4,6.103,-1.987,3.6,Sym Spin
8.0,108.0,8.19,62.7,6.118,-1.890,3.7,Sym Spin
8.0,107.0,8.29,61.9,6.131,-1.793,3.8,Sym Spin
8.0,106.0,8.39,61.2,6.144,-1.693,3.9,Sym Spin
8.0,105.0,8.49,60.5,6.155,-1.593,4.0,Sym Spin
8.0,104.0,8.59,59.8,6.166,-1.492,4.1,Sym Spin
8.0,103.0,8.68,59.1,6.175,-1.389,4.2,Sym Spin
8.0,102.0,8.78,58.4,6.184,-1.286,4.3,Sym Spin
8.0,101.0,8.88,57.7,6.192,-1.181,4.4,Sym Spin
8.0,100.0,8.97,57.0,6.198,-1.076,4.5,Sym Spin
8.0,99.0,9.06,56.4,6.204,-0.970,4.6,Sym Spin
8.0,98.0,9.16,55.7,6.209,-0.864,4.7,Sym Spin
8.0,97.0,9.25,55.1,6.213,-0.757,4.9,Sym Spin
8.0,96.0,9.34,54.4,6.216,-0.650,5.0,Sym Spin
8.0,95.0,9.43,53.8,6.219,-0.542,5.1,Sym Spin
8.0,94.0,9.52,53.2,6.225,-0.434,5.3,Sym Spin
8.0,93.0,9.60,52.5,6.225,-0.326,5.4,Sym Spin
8.0,92.0,9.69,51.9,6.223,-0.217,5.6,Sym Spin
8.0,91.0,9.77,51.3,6.220,-0.109,5.8,Sym Spin
8.0,90.0,9.85,50.7,6.216,0.000,6.1,Sym Spin
8.0,89.0,9.93,50.1,6.211,0.108,6.5,Sym Spin
8.0,88.0,10.01,49.5,6.206,0.217,6.8,Sym Spin
8.0,87.0,10.09,48.9,6.199,0.324,7.1,Sym Spin
8.0,86.0,10.16,48.4,6.190,0.432,7.4,Sym Spin
8.0,85.0,10.24,47.8,6.181,0.539,7.6,Sym Spin
8.0,84.0,10.31,47.2,6.171,0.645,7.9,Sym Spin
8.0,83.0,10.38,46.6,6.159,0.751,8.2,Sym Spin
8.0,82.0,10.45,46.1,6.146,0.855,8.4,Sym Spin
8.0,81.0,10.52,45.5,6.131,0.959,8.7,Sym Spin
8.0,80.0,10.58,45.0,6.116,1.062,8.9,Sym Spin
8.0,79.0,10.64,44.4,6.098,1.164,9.1,Sym Spin
8.0,78.0,10.70,43.9,6.079,1.264,9.2,Sym Spin
8.0,77.0,10.76,43.4,6.058,1.363,9.3,Sym Spin
8.0,76.0,10.82,42.8,6.034,1.460,9.4,Sym Spin
8.0,75.0,10.87,42.3,6.009,1.555,9.4,Sym Spin
8.0,74.0,10.92,41.9,5.980,1.648,9.4,Sym Spin
8.0,73.0,10.97,41.4,5.948,1.739,9.3,Sym Spin
8.0,72.0,11.01,40.9,5.913,1.827,9.2,Sym Spin
8.0,71.0,11.05,40.5,5.875,1.913,9.0,Sym Spin
8.0,70.0,11.08,40.0,5.832,1.995,8.7,Sym Spin
8.0,69.0,11.11,39.6,5.784,2.073,8.4,Sym Spin
8.0,68.0,11.14,39.2,5.731,2.147,8.1,Sym Spin
8.0,67.0,11.16,38.8,5.673,2.217,7.6,Sym Spin
8.0,66.0,11.17,38.5,5.609,2.281,7.2,Sym Spin
8.0,65.0,11.18,38.1,5.540,2.341,6.7,Sym Spin
8.0,64.0,11.18,37.8,5.464,2.395,6.3,Sym Spin
8.0,63.0,11.17,37.4,5.384,2.444,5.8,Sym Spin
8.0,62.0,11.16,37.1,5.298,2.487,5.5,Sym Spin
8.0,61.0,11.15,36.8,5.208,2.525,5.2,Sym Spin
8.0,60.0,11.13,36.4,5.115,2.557,5.0,Sym Spin
8.0,152.9,4.25,125.0,4.381,-3.902,0.7,OPTDN Sym Spin
8.0,180.0,3.91,180.0,3.742,-3.742,0.1,Poled Asym
8.0,179.0,3.90,178.0,3.750,-3.749,0.1,Poled Asym
8.0,178.0,3.89,176.1,3.760,-3.757,0.1,Poled Asym
8.0,177.0,3.89,174.1,3.771,-3.765,0.1,Poled Asym
8.0,176.0,3.88,172.1,3.782,-3.773,0.1,Poled Asym
8.0,175.0,3.88,170.1,3.795,-3.780,0.2,Poled Asym
8.0,174.0,3.88,168.1,3.809,-3.788,0.2,Poled Asym
8.0,173.0,3.88,166.1,3.825,-3.796,0.2,Poled Asym
8.0,172.0,3.88,164.1,3.842,-3.804,0.2,Poled Asym
8.0,171.0,3.88,162.1,3.859,-3.812,0.2,Poled Asym
8.0,170.0,3.89,160.0,3.878,-3.819,0.3,Poled Asym
8.0,169.0,3.89,158.0,3.898,-3.826,0.3,Poled Asym
8.0,168.0,3.90,155.9,3.919,-3.833,0.3,Poled Asym
8.0,167.0,3.91,153.9,3.941,-3.840,0.3,Poled Asym
8.0,166.0,3.92,151.8,3.965,-3.847,0.3,Poled Asym
8.0,165.0,3.93,149.8,3.989,-3.853,0.4,Poled Asym
8.0,164.0,3.95,147.7,4.015,-3.859,0.4,Poled Asym
8.0,163.0,3.96,145.7,4.042,-3.865,0.4,Poled Asym
8.0,162.0,3.98,143.6,4.070,-3.871,0.4,Poled Asym
8.0,161.0,4.00,141.5,4.099,-3.876,0.5,Poled Asym
8.0,160.0,4.02,139.5,4.130,-3.880,0.5,Poled Asym
8.0,159.0,4.05,137.4,4.161,-3.885,0.5,Poled Asym
8.0,158.0,4.07,135.3,4.194,-3.889,0.5,Poled Asym
8.0,157.0,4.10,133.3,4.228,-3.892,0.6,Poled Asym
8.0,156.0,4.13,131.2,4.264,-3.895,0.6,Poled Asym
8.0,155.0,4.17,129.1,4.301,-3.898,0.6,Poled Asym
8.0,154.0,4.20,127.1,4.339,-3.900,0.6,Poled Asym
8.0,153.0,4.24,125.1,4.379,-3.901,0.7,Poled Asym
8.0,152.0,4.28,123.0,4.419,-3.902,0.7,Poled Asym
8.0,151.0,4.33,121.0,4.460,-3.901,0.7,Poled Asym
8.0,150.0,4.37,119.0,4.502,-3.899,0.8,Poled Asym
8.0,149.0,4.42,117.0,4.545,-3.896,0.8,Poled Asym
8.0,148.0,4.47,115.1,4.588,-3.891,0.8,Poled Asym
8.0,147.0,4.53,113.2,4.631,-3.884,0.9,Poled Asym
8.0,146.0,4.59,111.3,4.675,-3.876,0.9,Poled Asym
8.0,145.0,4.65,109.4,4.720,-3.866,1.0,Poled Asym
8.0,144.0,4.71,107.6,4.765,-3.855,1.0,Poled Asym
8.0,143.0,4.78,105.7,4.812,-3.843,1.0,Poled Asym
8.0,142.0,4.85,103.9,4.859,-3.829,1.1,Poled Asym
8.0,141.0,4.92,102.1,4.908,-3.814,1.1,Poled Asym
8.0,140.0,5.00,100.4,4.959,-3.799,1.2,Poled Asym
8.0,139.0,5.07,98.6,5.011,-3.782,1.2,Poled Asym
8.0,138.0,5.15,96.9,5.066,-3.765,1.3,Poled Asym
8,137.000,5.2,95.15,5.1,-3.7,1.400,Poled Asym
8,136.000,5.3,93.44,5.2,-3.7,1.400,Poled Asym
8,135.000,5.4,91.75,5.2,-3.7,1.500,Poled Asym
8,134.000,5.5,90.09,5.3,-3.7,1.500,Poled Asym
8,133.000,5.6,88.48,5.4,-3.7,1.600,Poled Asym
8,132.000,5.7,86.92,5.4,-3.6,1.700,Poled Asym
8,131.000,5.8,85.42,5.5,-3.6,1.700,Poled Asym
8,130.000,5.9,83.98,5.5,-3.6,1.800,Poled Asym
8,129.000,6.0,82.60,5.6,-3.5,1.900,Poled Asym
8,128.000,6.1,81.28,5.6,-3.5,2.000,Poled Asym
8,127.000,6.2,80.01,5.7,-3.4,2.000,Poled Asym
8,126.000,6.3,78.79,5.7,-3.4,2.100,Poled Asym
8,125.000,6.4,77.62,5.8,-3.3,2.200,Poled Asym
8,124.000,6.5,76.49,5.8,-3.2,2.300,Poled Asym
8,123.000,6.6,75.39,5.8,-3.2,2.300,Poled Asym
8,122.000,6.7,74.34,5.9,-3.1,2.400,Poled Asym
8,121.000,6.8,73.32,5.9,-3.0,2.500,Poled Asym
8,120.000,7.0,72.33,5.9,-3.0,2.600,Poled Asym
8,119.000,7.1,71.37,6.0,-2.9,2.700,Poled Asym
8,118.000,7.2,70.44,6.0,-2.8,2.800,Poled Asym
8,117.000,7.3,69.53,6.0,-2.7,2.800,Poled Asym
8,116.000,7.4,68.64,6.0,-2.6,2.900,Poled Asym
8,115.000,7.5,67.78,6.1,-2.6,3.000,Poled Asym
8,114.000,7.6,66.94,6.1,-2.5,3.100,Poled Asym
8,113.000,7.7,66.12,6.1,-2.4,3.200,Poled Asym
8,112.000,7.8,65.31,6.1,-2.3,3.300,Poled Asym
8,111.000,7.9,64.52,6.1,-2.2,3.400,Poled Asym
8,110.000,8.0,63.75,6.2,-2.1,3.500,Poled Asym
8,109.000,8.1,62.99,6.2,-2.0,3.600,Poled Asym
8,108.000,8.2,62.24,6.2,-1.9,3.700,Poled Asym
8,107.000,8.3,61.51,6.2,-1.8,3.800,Poled Asym
8,106.000,8.4,60.78,6.2,-1.7,3.900,Poled Asym
8,105.000,8.5,60.07,6.2,-1.6,4.000,Poled Asym
8,104.000,8.6,59.37,6.2,-1.5,4.100,Poled Asym
8,103.000,8.7,58.69,6.2,-1.4,4.200,Poled Asym
8,102.000,8.8,58.00,6.2,-1.3,4.300,Poled Asym
8,101.000,8.9,57.33,6.3,-1.2,4.500,Poled Asym
8,100.000,9.0,56.67,6.3,-1.1,4.600,Poled Asym
8,99.000,9.1,56.01,6.3,-1.0,4.700,Poled Asym
8,98.000,9.2,55.37,6.3,-0.9,4.900,Poled Asym
8,97.000,9.3,54.72,6.3,-0.8,5.000,Poled Asym
8,96.000,9.4,54.09,6.3,-0.7,5.200,Poled Asym
8,95.000,9.5,53.45,6.3,-0.5,5.300,Poled Asym
8,94.000,9.6,52.80,6.3,-0.4,5.600,Poled Asym
8,93.000,9.6,52.18,6.3,-0.3,5.800,Poled Asym
8,92.000,9.7,51.56,6.3,-0.2,6.200,Poled Asym
8,91.000,9.8,50.95,6.3,-0.1,6.600,Poled Asym
8,90.000,9.9,50.33,6.3,0.0,7.000,Poled Asym
8,89.000,10.0,49.72,6.3,0.1,7.400,Poled Asym
8,88.000,10.1,49.11,6.3,0.2,7.800,Poled Asym
8,87.000,10.1,48.50,6.3,0.3,8.300,Poled Asym
8,86.000,10.2,47.90,6.3,0.4,8.700,Poled Asym
8,85.000,10.3,47.30,6.3,0.5,9.100,Poled Asym
8,84.000,10.4,46.70,6.3,0.7,9.500,Poled Asym
8,83.000,10.4,46.11,6.2,0.8,9.900,Poled Asym
8,82.000,10.5,45.52,6.2,0.9,10.300,Poled Asym
8,81.000,10.6,44.93,6.2,1.0,10.700,Poled Asym
8,80.000,10.6,44.35,6.2,1.1,11.100,Poled Asym
8,79.000,10.7,43.77,6.2,1.2,11.400,Poled Asym
8,78.000,10.8,43.20,6.2,1.3,11.800,Poled Asym
8,77.000,10.8,42.64,6.2,1.4,12.100,Poled Asym
8,76.000,10.9,42.09,6.2,1.5,12.400,Poled Asym
8,75.000,10.9,41.54,6.1,1.6,12.600,Poled Asym
8,74.000,11.0,41.00,6.1,1.7,12.800,Poled Asym
8,73.000,11.1,40.48,6.1,1.8,13.000,Poled Asym
8,72.000,11.1,39.97,6.1,1.9,13.100,Poled Asym
8,71.000,11.2,39.46,6.0,2.0,13.200,Poled Asym
8,70.000,11.2,38.97,6.0,2.1,13.200,Poled Asym
8,69.000,11.2,38.50,6.0,2.1,13.200,Poled Asym
8,68.000,11.3,38.03,5.9,2.2,13.100,Poled Asym
8,67.000,11.3,37.57,5.9,2.3,12.900,Poled Asym
8,66.000,11.4,37.13,5.9,2.4,12.700,Poled Asym
8,65.000,11.4,36.69,5.8,2.5,12.500,Poled Asym
8,64.000,11.4,36.27,5.8,2.5,12.300,Poled Asym
8,63.000,11.4,35.85,5.7,2.6,12.000,Poled Asym
8,62.000,11.4,35.44,5.7,2.7,11.700,Poled Asym
8,61.000,11.5,35.04,5.6,2.7,11.400,Poled Asym
8,60.000,11.5,34.65,5.6,2.8,11.100,Poled Asym
8,152.100,4.3,123.15,4.4,-3.9,0.700,OPTDN Poled Asym
8,180.000,3.9,180.00,3.5,-3.5,0.100,Jib
8,179.000,3.9,178.10,3.5,-3.5,0.100,Jib
8,178.000,3.9,176.20,3.5,-3.5,0.100,Jib
8,177.000,3.9,174.28,3.5,-3.5,0.200,Jib
8,176.000,3.9,172.34,3.6,-3.6,0.200,Jib
8,175,3.89,170.4,3.579,-3.565,0.2,Jib
8,174,3.89,168.45,3.595,-3.575,0.2,Jib
8,173,3.88,166.49,3.612,-3.585,0.3,Jib
8,172,3.88,164.53,3.628,-3.593,0.3,Jib
8,171,3.89,162.56,3.645,-3.6,0.3,Jib
8,170,3.89,160.59,3.662,-3.606,0.3,Jib
8,169,3.9,158.62,3.679,-3.611,0.4,Jib
8,168,3.91,156.65,3.696,-3.615,0.4,Jib
8,167,3.92,154.69,3.712,-3.617,0.4,Jib
8,166,3.93,152.73,3.729,-3.619,0.4,Jib
8,165,3.95,150.78,3.746,-3.619,0.4,Jib
8,164,3.96,148.83,3.764,-3.618,0.5,Jib
8,163,3.99,146.9,3.781,-3.616,0.5,Jib
8,162,4.01,144.97,3.798,-3.612,0.5,Jib
8,161,4.03,143.06,3.816,-3.608,0.5,Jib
8,160,4.06,141.16,3.834,-3.602,0.6,Jib
8,159,4.09,139.27,3.851,-3.596,0.6,Jib
8,158,4.12,137.4,3.87,-3.588,0.6,Jib
8,157,4.15,135.54,3.888,-3.579,0.6,Jib
8,156,4.19,133.7,3.907,-3.569,0.6,Jib
8,155,4.23,131.88,3.927,-3.559,0.7,Jib
8,154,4.26,130.06,3.947,-3.547,0.7,Jib
8,153,4.3,128.26,3.968,-3.535,0.7,Jib
8,152,4.35,126.47,3.989,-3.522,0.7,Jib
8,151,4.39,124.7,4.012,-3.509,0.7,Jib
8,150,4.44,122.95,4.035,-3.494,0.8,Jib
8,149,4.48,121.21,4.059,-3.479,0.8,Jib
8,148,4.53,119.48,4.083,-3.463,0.8,Jib
8,147,4.58,117.78,4.108,-3.445,0.8,Jib
8,146,4.63,116.08,4.134,-3.427,0.8,Jib
8,145,4.69,114.4,4.161,-3.409,0.9,Jib
8,144,4.74,112.73,4.189,-3.389,0.9,Jib
8,143,4.8,111.08,4.219,-3.369,0.9,Jib
8,142,4.86,109.43,4.25,-3.349,0.9,Jib
8,141,4.92,107.79,4.283,-3.328,1,Jib
8,140,4.98,106.15,4.317,-3.307,1,Jib
8,139,5.05,104.53,4.353,-3.285,1,Jib
8,138,5.11,102.91,4.391,-3.263,1,Jib
8,137,5.18,101.29,4.431,-3.24,1.1,Jib
8,136,5.25,99.69,4.472,-3.217,1.1,Jib
8,135,5.32,98.1,4.515,-3.193,1.1,Jib
8,134,5.39,96.52,4.559,-3.167,1.1,Jib
8,133,5.46,94.96,4.605,-3.14,1.2,Jib
8,132,5.54,93.41,4.651,-3.112,1.2,Jib
8,131,5.62,91.89,4.699,-3.083,1.3,Jib
8,130,5.7,90.39,4.747,-3.051,1.3,Jib
8,129,5.79,88.9,4.796,-3.018,1.3,Jib
8,128,5.87,87.44,4.846,-2.983,1.4,Jib
8,127,5.96,85.99,4.897,-2.947,1.4,Jib
8,126,6.05,84.56,4.949,-2.909,1.5,Jib
8,125,6.14,83.14,5.003,-2.87,1.5,Jib
8,124,6.24,81.74,5.059,-2.829,1.6,Jib
8,123,6.33,80.34,5.116,-2.786,1.6,Jib
8,122,6.43,78.96,5.176,-2.743,1.7,Jib
8,121,6.53,77.6,5.236,-2.697,1.8,Jib
8,120,6.64,76.27,5.296,-2.648,1.8,Jib
8,119,6.74,74.98,5.355,-2.596,1.9,Jib
8,118,6.85,73.73,5.412,-2.541,2,Jib
8,117,6.95,72.51,5.468,-2.482,2,Jib
8,116,7.06,71.34,5.521,-2.42,2.1,Jib
8,115,7.17,70.22,5.571,-2.354,2.2,Jib
8,114,7.28,69.13,5.618,-2.285,2.3,Jib
8,113,7.38,68.09,5.662,-2.212,2.3,Jib
8,112,7.49,67.08,5.704,-2.137,2.4,Jib
8,111,7.6,66.11,5.742,-2.058,2.5,Jib
8,110,7.71,65.17,5.779,-1.976,2.6,Jib
8,109,7.81,64.26,5.812,-1.892,2.6,Jib
8,108,7.92,63.38,5.844,-1.806,2.7,Jib
8,107,8.02,62.52,5.874,-1.717,2.8,Jib
8,106,8.13,61.68,5.902,-1.627,2.9,Jib
8,105,8.23,60.87,5.928,-1.534,3,Jib
8,104,8.33,60.07,5.953,-1.44,3,Jib
8,103,8.43,59.29,5.976,-1.344,3.1,Jib
8,102,8.53,58.52,5.997,-1.247,3.2,Jib
8,101,8.63,57.78,6.018,-1.148,3.3,Jib
8,100,8.73,57.04,6.037,-1.048,3.4,Jib
8,99,8.83,56.32,6.054,-0.947,3.5,Jib
8,98,8.93,55.61,6.071,-0.845,3.6,Jib
8,97,9.02,54.91,6.086,-0.742,3.7,Jib
8,96,9.12,54.22,6.1,-0.638,3.8,Jib
8,95,9.21,53.55,6.112,-0.533,3.9,Jib
